image_id,VG Object Count,SAM Object Count,influence,ratio,VG Object Count_percentile,SAM Object Count_percentile,percentile_diff
2380938,20,404,0.0009339564540912226,0.04950495049504951,0.11504524886877827,0.9972850678733032,0.8822398190045249
2353192,22,420,0.0008828684929297892,0.05238095238095238,0.19185520361990951,0.9980769230769231,0.8062217194570136
2381822,20,369,0.0007773349126820039,0.05420054200542006,0.11504524886877827,0.9949095022624435,0.8798642533936651
2322630,17,329,0.0007531811359436924,0.05167173252279635,0.027262443438914027,0.9881221719457014,0.9608597285067874
2335912,17,313,0.0006822294234742898,0.054313099041533544,0.027262443438914027,0.9835407239819004,0.9562782805429864
2320091,23,384,0.000675567068626981,0.059895833333333336,0.23229638009049774,0.9959276018099548,0.763631221719457
2384773,27,447,0.0006727580190963867,0.06040268456375839,0.4069004524886878,0.9989819004524887,0.5920814479638009
2379128,20,335,0.0006366815415540517,0.05970149253731343,0.11504524886877827,0.9891402714932127,0.8740950226244344
2387364,19,320,0.00062249365105288,0.059375,0.08184389140271493,0.9855203619909503,0.9036764705882353
2388584,21,341,0.0006128469600659714,0.06158357771260997,0.15237556561085974,0.9902149321266969,0.8378393665158371
2396022,26,402,0.0005739733461260776,0.06467661691542288,0.36176470588235293,0.9971719457013575,0.6354072398190045
2381910,21,330,0.0005713200727031076,0.06363636363636363,0.15237556561085974,0.9884615384615385,0.8360859728506788
2346459,48,30,0.0005226790354013744,1.6,0.9749434389140271,0.02347285067873303,0.9514705882352941
2398086,25,369,0.0005165411635560391,0.06775067750677506,0.3182126696832579,0.9949095022624435,0.6766968325791856
2364593,17,271,0.000507878523068328,0.06273062730627306,0.027262443438914027,0.9641968325791855,0.9369343891402715
1260,19,286,0.0004913150580173054,0.06643356643356643,0.08184389140271493,0.9738122171945701,0.8919683257918551
2405761,24,346,0.0004894599892592,0.06936416184971098,0.27437782805429867,0.9915723981900453,0.7171945701357466
2345515,25,359,0.0004840148720361426,0.06963788300835655,0.3182126696832579,0.9933823529411765,0.6751696832579186
2337057,20,293,0.0004785345604735869,0.06825938566552901,0.11504524886877827,0.9770361990950226,0.8619909502262443
2385854,29,426,0.00047784697965708167,0.06807511737089202,0.502262443438914,0.9983031674208145,0.49604072398190047
2411940,49,48,0.00047025897793356863,1.0208333333333333,0.9842194570135746,0.07731900452488688,0.9069004524886877
2352316,48,46,0.00045041298187792345,1.0434782608695652,0.9749434389140271,0.06951357466063349,0.9054298642533937
2389203,49,53,0.0004472837158867593,0.9245283018867925,0.9842194570135746,0.09779411764705882,0.8864253393665158
2383491,18,264,0.0004461475818565708,0.06818181818181818,0.05328054298642534,0.9587669683257919,0.9054864253393665
2400305,17,254,0.0004421998131546867,0.06692913385826772,0.027262443438914027,0.9496606334841629,0.9223981900452488
2405179,21,293,0.0004403108441209391,0.07167235494880546,0.15237556561085974,0.9770361990950226,0.8246606334841629
2385534,16,244,0.00043586624168823196,0.06557377049180328,0.0075226244343891404,0.9380090497737557,0.9304864253393665
2315577,50,62,0.00043308634198019336,0.8064516129032258,0.9920814479638009,0.13880090497737557,0.8532805429864254
4175,24,327,0.00042895996167813255,0.07339449541284404,0.27437782805429867,0.9876131221719457,0.7132352941176471
2416048,30,429,0.000427368369999126,0.06993006993006994,0.5445701357466063,0.998472850678733,0.45390271493212675
2382466,29,409,0.00042727977902679015,0.07090464547677261,0.502262443438914,0.9976244343891403,0.49536199095022626
2366183,48,52,0.00042395582307158675,0.9230769230769231,0.9749434389140271,0.09377828054298643,0.8811651583710407
2367277,51,70,0.0004215182228948233,0.7285714285714285,0.997737556561086,0.1784502262443439,0.8192873303167421
713845,47,47,0.000417717670198936,1.0,0.9651018099547511,0.07335972850678733,0.8917420814479639
2404754,21,286,0.0004170277883901452,0.07342657342657342,0.15237556561085974,0.9738122171945701,0.8214366515837104
2336078,35,543,0.0004169357294886433,0.06445672191528545,0.7302601809954751,0.9997737556561086,0.2695135746606335
2410970,27,367,0.0004109326321445339,0.07356948228882834,0.4069004524886878,0.9942873303167421,0.5873868778280543
2415113,24,321,0.00041058685079786716,0.07476635514018691,0.27437782805429867,0.9859162895927602,0.7115384615384616
2359702,43,20,0.0004072127098994627,2.15,0.9138574660633484,0.006108597285067873,0.9077488687782805
2317209,18,253,0.0004062795682546194,0.07114624505928854,0.05328054298642534,0.948472850678733,0.8951923076923076
2415608,49,63,0.00040206313731439014,0.7777777777777778,0.9842194570135746,0.14457013574660635,0.8396493212669682
2391491,23,305,0.00040201002746598213,0.07540983606557378,0.23229638009049774,0.9815610859728506,0.7492647058823529
2397617,23,305,0.00040201002746598213,0.07540983606557378,0.23229638009049774,0.9815610859728506,0.7492647058823529
2344336,44,30,0.00039987998215257337,1.4666666666666666,0.929185520361991,0.02347285067873303,0.9057126696832579
2396680,17,242,0.00039753364303823924,0.07024793388429752,0.027262443438914027,0.9346719457013575,0.9074095022624434
