Image_id,similarity
1.0,0.1896995604038238
2.0,0.2331199944019317
3.0,0.2431353479623794
4.0,0.2666002511978149
5.0,0.2557775974273681
6.0,0.2961465716361999
7.0,0.2565247118473053
8.0,0.2538336217403412
9.0,0.2505500912666321
10.0,0.2378310114145279
11.0,0.2768569588661194
12.0,0.2570116221904754
13.0,0.2570487260818481
14.0,0.2472714036703109
15.0,0.2657179534435272
16.0,0.1941974312067031
17.0,0.2489049881696701
18.0,0.2510824799537658
19.0,0.2656997740268707
20.0,0.2143725007772445
21.0,0.19742052257061
22.0,0.2518281638622284
23.0,0.2397815287113189
24.0,0.2530555427074432
25.0,0.183937981724739
26.0,0.199446365237236
27.0,0.2607436180114746
28.0,0.2841516435146332
29.0,0.22327820956707
30.0,0.2544664442539215
31.0,0.2522603869438171
32.0,0.2578679919242859
33.0,0.2556626498699188
34.0,0.2682837545871734
35.0,0.2789728343486786
36.0,0.2418664693832397
37.0,0.2766298055648803
38.0,0.2709680199623108
39.0,0.3029681146144867
40.0,0.2763399183750152
41.0,0.2856109142303467
42.0,0.3090821504592895
43.0,0.2713996469974518
44.0,0.2929737269878387
45.0,0.2742111682891845
46.0,0.2575642466545105
47.0,0.234231635928154
48.0,0.1963628232479095
49.0,0.1874359399080276
50.0,0.2755098938941955
51.0,0.2306908369064331
52.0,0.2559812664985657
53.0,0.2697632908821106
54.0,0.3079917728900909
55.0,0.2447507977485656
56.0,0.3120783567428589
57.0,0.2126108705997467
58.0,0.2148724198341369
59.0,0.248377650976181
60.0,0.3246846497058868
61.0,0.2145271450281143
62.0,0.4185687899589538
63.0,0.4125683605670929
64.0,0.2602965533733368
65.0,0.2895245850086212
66.0,0.3332007825374603
67.0,0.2941408157348633
68.0,0.3468258678913116
69.0,0.4469700753688812
70.0,0.1809772253036499
71.0,0.220993772149086
72.0,0.2763715088367462
73.0,0.2239740937948227
74.0,0.281456857919693
75.0,0.3065100610256195
76.0,0.3759646117687225
77.0,0.2223653942346573
78.0,0.4419167041778564
79.0,0.3286904990673065
80.0,0.3605210185050964
81.0,0.2825257182121277
82.0,0.3003642857074737
83.0,0.2517774701118469
84.0,0.255819171667099
85.0,0.2636735737323761
86.0,0.2002463787794113
87.0,0.2570672929286957
88.0,0.3036239743232727
89.0,0.2868292331695556
90.0,0.24223493039608
91.0,0.3283227980136871
92.0,0.4135329723358154
93.0,0.6782561540603638
94.0,0.408283531665802
95.0,0.345928430557251
96.0,0.3623299598693847
97.0,0.3416377604007721
98.0,0.4222056269645691
99.0,0.3469436466693878
100.0,0.3290171921253204
101.0,0.274422824382782
102.0,0.3267329037189483
103.0,0.2702463269233703
104.0,0.3825614154338836
105.0,0.3420759439468384
106.0,0.2084012478590011
107.0,0.3012335002422333
108.0,0.2548810541629791
109.0,0.2455813288688659
110.0,0.4566673934459686
111.0,0.4040521085262298
112.0,0.2993538975715637
113.0,0.2567284703254699
114.0,0.2208370566368103
115.0,0.2527275681495666
116.0,0.2371355146169662
117.0,0.3066825568675995
118.0,0.366089791059494
119.0,0.2800919413566589
120.0,0.3166558742523193
121.0,0.3255050480365753
122.0,0.2948849201202392
123.0,0.2600359618663788
124.0,0.2879102230072021
125.0,0.4705767035484314
126.0,0.2022149413824081
127.0,0.2263913005590438
128.0,0.2391523122787475
129.0,0.2502898275852203
130.0,0.3309623003005981
131.0,0.3015750646591186
132.0,0.3147869408130646
133.0,0.5294867753982544
134.0,0.4074820876121521
135.0,0.2852900922298431
136.0,0.3256532847881317
137.0,0.227359339594841
138.0,0.2560440897941589
139.0,0.6463470458984375
140.0,0.236102893948555
141.0,0.2372847497463226
142.0,0.3258690237998962
143.0,0.2290472835302353
144.0,0.3775908052921295
145.0,0.319265067577362
146.0,0.2361908704042434
147.0,0.3439003825187683
148.0,0.1842223703861236
149.0,0.2790617048740387
150.0,0.2190109640359878
151.0,0.281211644411087
152.0,0.2495343387126922
153.0,0.2102009952068328
154.0,0.3191998302936554
155.0,0.2995986044406891
156.0,0.2772365510463714
157.0,0.3501433730125427
158.0,0.4923146665096283
159.0,0.2590335607528686
160.0,0.3169132173061371
161.0,0.2337513417005539
162.0,0.4110876321792602
163.0,0.3979374468326568
164.0,0.308544784784317
165.0,0.3485521078109741
166.0,0.4503365755081177
167.0,0.176335334777832
168.0,0.1986619234085083
169.0,0.3329010307788849
170.0,0.2540194690227508
171.0,0.2774892747402191
172.0,0.3135347962379455
173.0,0.2510874271392822
174.0,0.3332210779190063
175.0,0.332686573266983
176.0,0.2855333089828491
177.0,0.280992716550827
178.0,0.2656490206718445
179.0,0.273017406463623
180.0,0.2362759709358215
181.0,0.2897221148014068
182.0,0.2989633083343506
183.0,0.3224036693572998
184.0,0.3330177068710327
185.0,0.3223105072975158
186.0,0.3263684213161468
187.0,0.3180287182331085
188.0,0.3003743588924408
189.0,0.3251034021377563
190.0,0.4346275627613067
191.0,0.2352316230535507
192.0,0.3357948660850525
193.0,0.4255619943141937
194.0,0.3152770102024078
195.0,0.2594421803951263
196.0,0.3171972930431366
197.0,0.3197927474975586
198.0,0.2611491084098816
199.0,0.3739587962627411
200.0,0.363666296005249
201.0,0.2368608713150024
202.0,0.3560377061367035
203.0,0.3543534278869629
204.0,0.4374801218509674
205.0,0.3547379970550537
206.0,0.3740836977958679
207.0,0.3273315727710724
208.0,0.3713093101978302
209.0,0.2688989043235779
210.0,0.2039980590343475
211.0,0.3963908553123474
212.0,0.2710524201393127
213.0,0.3546103537082672
214.0,0.3298335373401642
215.0,0.2162071317434311
216.0,0.3389501869678497
217.0,0.3236815333366394
218.0,0.3401499092578888
219.0,0.3397694528102875
220.0,0.2331068813800811
221.0,0.3201279938220978
222.0,0.2478619813919067
223.0,0.2695973515510559
224.0,0.3592177629470825
225.0,0.189410775899887
226.0,0.3151153922080993
227.0,0.3184081017971039
228.0,0.2647119760513305
229.0,0.3936206102371216
230.0,0.3653686940670013
231.0,0.2640795409679413
232.0,0.2742606401443481
233.0,0.2940523624420166
234.0,0.2925299108028412
235.0,0.2082743644714355
236.0,0.3152640163898468
237.0,0.4200191497802734
238.0,0.3723756670951843
239.0,0.2617901265621185
240.0,0.2721169590950012
241.0,0.4424318969249725
242.0,0.278854101896286
243.0,0.3061810731887817
244.0,0.2999918162822723
245.0,0.3123320937156677
246.0,0.2768944203853607
247.0,0.3350377678871155
248.0,0.1967922449111938
249.0,0.3045313656330108
250.0,0.2851024568080902
251.0,0.2801083028316498
252.0,0.2418322116136551
253.0,0.2868252992630005
254.0,0.3588815331459045
255.0,0.2801511585712433
256.0,0.3406926691532135
257.0,0.3417814075946808
258.0,0.3255177438259125
259.0,0.323280394077301
260.0,0.3275754153728485
261.0,0.2811875343322754
262.0,0.3106566667556762
263.0,0.3307248950004577
264.0,0.2592725157737732
265.0,0.4331380426883697
266.0,0.2303219437599182
267.0,0.379093736410141
268.0,0.2689137458801269
269.0,0.3054081499576568
270.0,0.282607227563858
271.0,0.3371736109256744
272.0,0.3133908212184906
273.0,0.2096648514270782
274.0,0.2154810577630996
275.0,0.322590559720993
276.0,0.3291800916194916
277.0,0.323273628950119
278.0,0.3694468140602112
279.0,0.2954594492912292
280.0,0.2144141197204589
281.0,0.3110656142234802
282.0,0.5316834449768066
283.0,0.2926314771175384
284.0,0.2920772433280945
285.0,0.2942695021629333
286.0,0.3354164063930511
287.0,0.2522702813148498
288.0,0.2881381511688232
289.0,0.2612640559673309
290.0,0.2554246485233307
291.0,0.3307908177375793
292.0,0.415986031293869
293.0,0.3519640564918518
294.0,0.3352965712547302
295.0,0.3249586224555969
296.0,0.3588177263736725
297.0,0.3039325177669525
298.0,0.3445956707000732
299.0,0.4153158068656921
300.0,0.2206495553255081
301.0,0.3284036815166473
302.0,0.3610776364803314
303.0,0.2599572539329529
304.0,0.2509770393371582
305.0,0.1855094134807586
306.0,0.3011476695537567
307.0,0.3293180167675018
308.0,0.1424021869897842
309.0,0.2654712200164795
310.0,0.2369290590286255
311.0,0.2693544924259186
312.0,0.3249817192554474
313.0,0.2900600433349609
314.0,0.3192781805992126
315.0,0.3291060924530029
316.0,0.3036248981952667
317.0,0.236819788813591
318.0,0.3019533157348633
319.0,0.2058110535144806
320.0,0.3531835079193115
321.0,0.3153964877128601
322.0,0.2498761713504791
323.0,0.1627307534217834
324.0,0.2490748316049575
325.0,0.2689163982868194
326.0,0.2056657373905182
327.0,0.2141988575458526
328.0,0.322257786989212
329.0,0.2899847328662872
330.0,0.3042079210281372
331.0,0.3065996766090393
332.0,0.3236447274684906
333.0,0.3458532989025116
334.0,0.3893902599811554
335.0,0.312186449766159
336.0,0.3641680777072906
337.0,0.319436252117157
338.0,0.2252834886312484
339.0,0.1897675842046737
340.0,0.2772327661514282
341.0,0.1907629370689392
342.0,0.1558317989110946
343.0,0.2302031964063644
344.0,0.1941212862730026
345.0,0.188093826174736
346.0,0.2315851151943206
347.0,0.2831885516643524
348.0,0.2952215075492859
349.0,0.3105936646461487
350.0,0.2829781770706177
351.0,0.2482164800167083
352.0,0.3192024528980255
353.0,0.2759503722190857
354.0,0.2767716348171234
355.0,0.2359261363744735
356.0,0.2655012309551239
357.0,0.2627414166927337
358.0,0.2860810756683349
359.0,0.28681281208992
360.0,0.286578357219696
361.0,0.2738517820835113
362.0,0.2523147463798523
363.0,0.3614712059497833
364.0,0.2701085209846496
365.0,0.2423385828733444
366.0,0.236811563372612
367.0,0.3136813938617706
368.0,0.302461177110672
369.0,0.2965081334114074
370.0,0.2587408423423767
371.0,0.3243462741374969
372.0,0.3285030424594879
373.0,0.342921108007431
374.0,0.2544048726558685
375.0,0.3309584558010101
376.0,0.3182357847690582
377.0,0.3321051299571991
378.0,0.292805016040802
379.0,0.2915608584880829
380.0,0.35110804438591
381.0,0.3449078798294067
382.0,0.30513995885849
383.0,0.3095299899578094
384.0,0.2362399697303772
385.0,0.2421428561210632
386.0,0.266292542219162
387.0,0.2457430064678192
388.0,0.3293056488037109
389.0,0.2479089647531509
390.0,0.3044292330741882
391.0,0.2148182243108749
392.0,0.281644731760025
393.0,0.2585245072841644
394.0,0.2727181613445282
395.0,0.2311836034059524
396.0,0.2145282179117202
397.0,0.2186163365840912
398.0,0.2787564396858215
399.0,0.2244902551174163
400.0,0.2127575427293777
401.0,0.2954572439193725
402.0,0.209185242652893
403.0,0.2889123857021332
404.0,0.2993023097515106
405.0,0.3299329876899719
406.0,0.2496839761734008
407.0,0.2873670756816864
408.0,0.2656903564929962
409.0,0.287695050239563
410.0,0.2421254068613052
411.0,0.2347784340381622
412.0,0.3319651782512665
413.0,0.2438284456729889
414.0,0.227415457367897
415.0,0.2136860191822052
416.0,0.1938271671533584
417.0,0.2295594066381454
418.0,0.2573321461677551
419.0,0.2125112414360046
420.0,0.2166064232587814
421.0,0.2616242170333862
422.0,0.2230091542005539
423.0,0.32166188955307
424.0,0.2000159621238708
425.0,0.3880802094936371
426.0,0.2776341140270233
427.0,0.2390940189361572
